Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length,FICO.Score
30000,29950,0.079,36,home_improvement,0.34%,MA,RENT,13416.67,810-814,9,2174,3,10+ years,810
20000,20000,0.1689,60,debt_consolidation,6.83%,WA,OWN,4000,700-704,6,5845,0,10+ years,700
14825,14825,0.1367,36,small_business,9.55%,CA,RENT,2500,695-699,8,8073,1,2 years,695
8000,8000,0.1727,36,debt_consolidation,1.98%,NY,MORTGAGE,6000,670-674,5,5032,2,10+ years,670
20000,20000,0.1171,36,debt_consolidation,14.95%,TX,MORTGAGE,10416.67,720-724,12,26179,2,1 year,720
7000,7000,0.079,36,medical,20.96%,TX,OWN,2300,765-769,4,0,0,10+ years,765
20000,19900,0.1062,36,debt_consolidation,12.58%,AL,MORTGAGE,2416.67,760-764,5,6011,0,1 year,760
5000,4500,0.1103,36,major_purchase,0.47%,PA,RENT,3166.67,680-684,5,4254,5,< 1 year,680
17625,17600,0.1311,36,credit_card,14.88%,OH,RENT,3333.33,675-679,6,20266,0,2 years,675
7150,7150,0.1311,36,debt_consolidation,12.33%,IL,RENT,3666.67,685-689,11,10561,1,< 1 year,685
25000,24775,0.1036,36,debt_consolidation,0.94%,HI,RENT,8533.33,720-724,9,28038,0,10+ years,720
15000,15000,0.1433,36,debt_consolidation,33.42%,AZ,RENT,4500,675-679,20,13369,0,< 1 year,675
9000,9000,0.0662,36,debt_consolidation,13.85%,MA,RENT,4166.67,765-769,5,7853,0,1 year,765
17600,17600,0.1635,36,debt_consolidation,17.35%,PA,MORTGAGE,7500,665-669,16,14555,0,7 years,665
10000,10000,0.1268,36,debt_consolidation,13.96%,IL,RENT,2500,690-694,6,10481,1,< 1 year,690
11200,11000,0.152,60,home_improvement,16.47%,VA,MORTGAGE,6750,675-679,15,19051,0,4 years,675
13225,13225,0.1531,36,debt_consolidation,27.07%,CA,RENT,5833.33,680-684,11,18569,1,10+ years,680
4000,4000,0.1114,36,other,33.80%,FL,MORTGAGE,3333.33,700-704,12,12922,0,4 years,700
12000,11975,0.1099,36,credit_card,9.46%,NC,MORTGAGE,12083.33,720-724,7,43299,2,3 years,720
35000,35000,0.1905,36,debt_consolidation,21.12%,CT,MORTGAGE,13750,735-739,38,99549,2,10+ years,735
25000,17250,0.1459,36,debt_consolidation,24.64%,FL,RENT,8750,705-709,11,20798,1,< 1 year,705
9000,9000,0.0603,36,debt_consolidation,12.23%,VA,MORTGAGE,5000,750-754,13,5224,0,7 years,750
18225,18225,0.1212,36,debt_consolidation,20.87%,MN,MORTGAGE,4850,700-704,7,37592,0,3 years,700
4750,4750,0.1472,36,small_business,3%,CO,OWN,866.67,660-664,6,740,0,n/a,660
14400,14400,0.0662,36,home_improvement,6.71%,FL,MORTGAGE,12500,770-774,6,1280,0,10+ years,770
30000,30000,0.2376,60,debt_consolidation,14.25%,WI,RENT,6928.13,660-664,6,28665,1,10+ years,660
13475,13475,0.1212,36,credit_card,19.46%,MA,MORTGAGE,2250,715-719,3,11674,0,< 1 year,715
10000,10000,0.1905,36,other,17.95%,SC,MORTGAGE,3750,675-679,10,7034,1,6 years,675
12000,12000,0.0662,36,credit_card,9.46%,CA,MORTGAGE,5833.33,740-744,9,12028,0,8 years,740
6000,6000,0.1689,60,debt_consolidation,18.39%,CA,RENT,3083,695-699,3,1181,0,3 years,695
9500,6500,0.0654,36,credit_card,14.43%,NH,MORTGAGE,7500,725-729,13,100233,0,10+ years,725
12000,11875,0.1038,60,credit_card,16.98%,FL,MORTGAGE,3791.67,780-784,10,59495,1,10+ years,780
5000,5000,0.089,36,credit_card,15.93%,PA,MORTGAGE,6666.67,705-709,10,12307,0,7 years,705
3600,3600,0.089,36,debt_consolidation,3.27%,NV,RENT,1558.33,745-749,4,1594,0,3 years,745
27000,26993.89,0.1427,60,home_improvement,18.28%,FL,OWN,4833.33,735-739,18,12588,1,7 years,735
10000,10000,0.1427,36,debt_consolidation,10.97%,IL,RENT,7500,665-669,6,7778,0,7 years,665
5450,5450,0.1311,36,medical,25.91%,AL,RENT,3500,670-674,9,7619,0,1 year,670
16000,13613.86,0.1528,60,debt_consolidation,15.33%,KY,MORTGAGE,3006.44,700-704,10,11011,0,10+ years,700
9750,9750,0.1727,36,debt_consolidation,21.93%,FL,RENT,2817.5,670-674,12,6324,1,1 year,670
30000,30000,0.0751,36,major_purchase,1.08%,NY,OWN,10416.67,785-789,6,740,0,5 years,785
14000,13975,0.1212,36,other,3.25%,NY,MORTGAGE,6250,705-709,14,7085,1,10+ years,705
8500,8500,0.0662,36,debt_consolidation,4.90%,CA,MORTGAGE,4166.67,740-744,8,7114,0,10+ years,740
14400,14400,0.079,36,wedding,17.89%,FL,RENT,13100,745-749,11,14550,0,4 years,745
8000,8000,0.0714,36,debt_consolidation,1.73%,CA,RENT,3750,765-769,6,3381,0,< 1 year,765
12000,12000,0.1311,36,debt_consolidation,6.46%,NY,RENT,13166.67,680-684,8,8426,0,5 years,680
10400,10350,0.1311,36,debt_consolidation,7.59%,NY,OWN,6166.67,695-699,10,14193,0,7 years,695
21000,21000,0.1875,60,home_improvement,11.31%,NY,MORTGAGE,10250,695-699,12,38820,0,10+ years,695
6000,5925,0.1183,36,debt_consolidation,3.44%,CA,RENT,6333.33,705-709,13,7269,0,4 years,705
10800,10800,0.1367,60,car,0.94%,IL,RENT,7500,730-734,4,1577,0,< 1 year,730
2100,2100,0.1433,36,major_purchase,3.50%,LA,OWN,1000,690-694,13,893,1,< 1 year,690
4000,4000,0.0603,36,other,15.13%,FL,MORTGAGE,6583.33,770-774,6,63294,0,10+ years,770
3500,3500,0.0762,36,debt_consolidation,20.93%,CA,RENT,4333.33,725-729,9,11538,0,6 years,725
24250,23811.24,0.1253,36,home_improvement,12.70%,NY,OWN,18750,725-729,10,121563,1,10+ years,725
19000,19000,0.1433,60,credit_card,16.06%,IL,MORTGAGE,5000,715-719,8,20918,0,10+ years,715
10500,10477.85,0.1533,36,credit_card,14.30%,NY,RENT,3083.33,670-674,8,14726,0,10+ years,670
2500,2500,0.1849,36,debt_consolidation,22.49%,PA,MORTGAGE,3916.67,670-674,7,14892,2,6 years,670
16000,16000,0.1459,36,debt_consolidation,9.47%,CA,RENT,5416.67,690-694,9,15518,0,10+ years,690
3000,1300,0.1375,36,debt_consolidation,19.30%,FL,RENT,1000,665-669,12,2545,4,< 1 year,665
10000,10000,0.0542,36,credit_card,10.41%,GA,MORTGAGE,7500,780-784,11,11532,0,9 years,780
7100,7100,0.1409,36,credit_card,19.22%,OH,RENT,4166.67,685-689,13,6788,2,2 years,685
12500,12425,0.0932,36,home_improvement,11.71%,TX,MORTGAGE,4166.67,780-784,7,1052,0,2 years,780
1700,1700,0.1399,36,car,20.67%,NY,OWN,1200,675-679,10,7382,0,4 years,675
4000,4000,0.1114,36,debt_consolidation,12.20%,WA,MORTGAGE,6666.67,670-674,7,7153,0,5 years,670
18225,18225,0.1799,36,debt_consolidation,23.35%,VA,RENT,3083.33,675-679,6,17128,1,3 years,675
30000,30000,0.1629,60,major_purchase,20.28%,NY,RENT,13666.67,735-739,14,39059,1,1 year,735
10000,10000,0.0654,36,home_improvement,17.05%,FL,RENT,6916.67,730-734,6,10302,0,3 years,730
6000,6000,0.079,36,credit_card,2.51%,GA,RENT,7500,720-724,5,6394,0,2 years,720
6000,6000,0.1212,36,major_purchase,7.40%,PA,MORTGAGE,5000,675-679,6,14045,0,2 years,675
6000,6000,0.158,36,debt_consolidation,19.56%,WA,OWN,1666.67,675-679,7,5291,0,< 1 year,675
7000,7000,0.1777,36,debt_consolidation,18.15%,WV,RENT,4750,665-669,11,12307,1,< 1 year,665
10000,10000,0.1531,36,credit_card,9.55%,TX,OWN,4166.67,670-674,11,11551,0,4 years,670
3250,3250,0.1273,36,debt_consolidation,21.44%,FL,MORTGAGE,5000,675-679,12,20564,0,3 years,675
30000,29950,0.1972,60,debt_consolidation,21.92%,CT,RENT,10416.67,685-689,11,61661,1,7 years,685
21000,21000,0.1111,36,small_business,16.53%,NY,MORTGAGE,18750,700-704,13,120538,0,10+ years,700
11000,11000,0.0762,36,debt_consolidation,12.35%,NY,OWN,7666.67,735-739,6,12461,1,7 years,735
5500,5400,0.0714,36,credit_card,19.86%,MO,MORTGAGE,3916.67,750-754,15,10254,1,< 1 year,750
15000,15000,0.079,36,debt_consolidation,5.59%,MO,RENT,2916.67,770-774,13,14290,1,9 years,770
20000,17890.7,0.1991,60,debt_consolidation,17.49%,CA,MORTGAGE,7916.67,670-674,17,39621,1,6 years,670
7200,6250,0.0807,36,debt_consolidation,17%,MA,MORTGAGE,5100,760-764,4,9366,4,10+ years,760
4000,4000,0.1864,60,debt_consolidation,19.15%,MN,RENT,4000,675-679,9,16543,2,6 years,675
20000,20000,0.089,36,debt_consolidation,11.01%,MD,MORTGAGE,7083.33,730-734,13,28324,2,10+ years,730
15000,15000,0.1212,36,credit_card,19.16%,NJ,RENT,5000,705-709,18,13830,0,10+ years,705
8000,7825,0.1183,36,credit_card,8.12%,FL,RENT,5417,730-734,5,43799,2,1 year,730
15000,14900,0.1974,60,credit_card,16.80%,TX,MORTGAGE,5833.33,660-664,14,8587,2,3 years,660
8000,8000,0.1114,36,debt_consolidation,11.59%,CA,RENT,7000,685-689,7,4729,1,3 years,685
20675,20675,0.1433,36,credit_card,23.12%,NM,MORTGAGE,4333.33,710-714,12,8393,1,10+ years,710
30000,30000,0.1531,60,credit_card,16.99%,MN,MORTGAGE,8500,695-699,10,33770,0,6 years,695
12000,11875,0.0766,36,debt_consolidation,13.31%,NY,MORTGAGE,5416.67,740-744,8,9993,2,3 years,740
5000,5000,0.0999,36,wedding,21.33%,VA,RENT,5316.67,695-699,7,23818,0,7 years,695
4750,4750,0.089,36,home_improvement,0.56%,PA,OWN,2833.33,760-764,2,767,0,9 years,760
6500,6500,0.1212,36,credit_card,24.97%,TX,OWN,3500,680-684,7,6948,0,1 year,680
21600,20550,0.1059,36,major_purchase,9.40%,CA,MORTGAGE,9000,720-724,16,43362,0,10+ years,720
1900,1900,0.1284,36,home_improvement,23.29%,UT,MORTGAGE,2860,670-674,9,24209,2,< 1 year,670
6000,6000,0.079,36,house,6.68%,NY,RENT,10416.67,710-714,9,20592,0,10+ years,710
8500,8500,0.0762,36,credit_card,13.67%,FL,RENT,4333.33,720-724,11,15284,0,4 years,720
9250,9250,0.1212,36,debt_consolidation,29.46%,TX,MORTGAGE,3333.33,685-689,10,5440,0,10+ years,685
1875,1875,0.1349,36,credit_card,18.83%,NY,RENT,1200,675-679,8,5342,2,1 year,675
2500,2450,0.1261,36,educational,3.78%,MD,MORTGAGE,1930.75,675-679,4,1548,3,2 years,675
10000,10000,0.1347,36,car,5.59%,TX,RENT,4583,690-694,6,2432,1,4 years,690
25000,25000,0.1523,60,debt_consolidation,17.97%,KS,MORTGAGE,8917,730-734,10,22566,1,10+ years,730
5000,5000,0.1399,60,debt_consolidation,11.29%,NC,MORTGAGE,3083,710-714,5,1073,2,2 years,710
6000,5996.63,0.1361,60,major_purchase,20.85%,CA,MORTGAGE,2700,695-699,10,10932,2,2 years,695
10000,10000,0.1422,36,debt_consolidation,12.24%,NJ,RENT,2541.67,680-684,4,13667,0,8 years,680
5375,5325,0.0662,36,debt_consolidation,20.93%,NV,RENT,3000,730-734,7,5640,0,3 years,730
19000,18898.03,0.1632,60,debt_consolidation,22.41%,NY,RENT,4333.33,700-704,5,23016,1,2 years,700
5500,5500,0.1189,36,credit_card,17.94%,MA,RENT,3583.33,695-699,8,5668,3,1 year,695
10000,10000,0.1074,36,debt_consolidation,18.15%,CA,RENT,5833.33,700-704,10,16894,0,4 years,700
8800,8800,0.1311,60,major_purchase,2.88%,AZ,MORTGAGE,2500,740-744,3,607,0,2 years,740
9500,9475,0.1595,60,credit_card,24.88%,CA,RENT,6000,705-709,6,14621,2,10+ years,705
12000,9294.21,0.0579,36,debt_consolidation,9.49%,VA,MORTGAGE,6700,765-769,20,11686,0,5 years,765
16500,16500,0.1171,36,credit_card,11.05%,CT,MORTGAGE,7250,725-729,8,17247,2,10+ years,725
25000,24875,0.1171,60,debt_consolidation,13.42%,IL,MORTGAGE,6250,755-759,5,18591,0,10+ years,755
24000,24000,0.1212,36,debt_consolidation,16.24%,NJ,RENT,4500,700-704,8,29098,1,10+ years,700
7000,6875,0.1036,36,major_purchase,13.94%,CA,RENT,5000,690-694,5,1364,2,10+ years,690
1200,1200,0.1825,36,other,24.12%,OH,RENT,1700,660-664,2,0,3,4 years,660
24175,24175,0.1311,36,home_improvement,7.66%,GA,RENT,6250,710-714,8,4681,1,10+ years,710
2800,2800,0.079,36,credit_card,17.16%,MA,RENT,3583.33,720-724,12,5182,0,2 years,720
4000,4000,0.1171,60,car,13.17%,PA,RENT,3500,705-709,6,5915,0,3 years,705
10000,10000,0.1212,36,debt_consolidation,10.88%,CT,MORTGAGE,7500,665-669,6,24924,0,10+ years,665
7125,7125,0.1016,36,debt_consolidation,4.95%,MA,RENT,2946.67,710-714,6,5015,1,6 years,710
10000,9325,0.0832,36,other,6.25%,FL,MORTGAGE,6666.67,750-754,10,3248,0,< 1 year,750
10000,10000,0.1311,36,credit_card,5.30%,CA,RENT,6250,695-699,5,9620,1,2 years,695
4400,4398.89,0.1531,36,debt_consolidation,21.51%,NC,RENT,4625,670-674,8,5707,1,6 years,670
10000,10000,0.1212,36,debt_consolidation,11.52%,CA,RENT,4166.67,710-714,7,9817,1,4 years,710
9450,9450,0.1212,36,credit_card,33.62%,FL,RENT,2750,700-704,17,14246,0,6 years,700
3500,3500,0.0762,36,other,1.83%,IL,MORTGAGE,7500,765-769,4,6944,0,9 years,765
24000,24000,0.1269,60,home_improvement,21.59%,FL,MORTGAGE,10000,725-729,17,42996,0,5 years,725
11750,11750,0.1099,36,debt_consolidation,10.30%,NC,RENT,4583.33,700-704,6,5613,0,3 years,700
30000,24800,0.1016,36,home_improvement,2.21%,NY,MORTGAGE,9583.33,765-769,7,4454,3,10+ years,765
12000,12000,0.1875,36,debt_consolidation,27.32%,GA,MORTGAGE,13333.33,665-669,18,62069,0,5 years,665
13000,13000,0.1409,36,debt_consolidation,17.99%,PA,MORTGAGE,7916.67,695-699,14,10723,3,8 years,695
5000,5000,0.1348,36,educational,11.21%,FL,RENT,3800,710-714,4,1575,4,3 years,710
15000,15000,0.1433,36,debt_consolidation,16.15%,CA,RENT,9166.67,700-704,15,24563,1,< 1 year,700
16000,15975,0.1343,60,major_purchase,6.80%,CA,MORTGAGE,5000,745-749,10,1132,2,< 1 year,745
12000,11975,0.1523,60,home_improvement,13.91%,NV,MORTGAGE,7083.33,705-709,7,3923,2,7 years,705
10050,10050,0.1433,36,debt_consolidation,7.97%,NV,OTHER,7266.67,675-679,8,24281,0,2 years,675
35000,25850,0.1523,60,major_purchase,22.74%,IL,MORTGAGE,10000,760-764,13,13651,1,10+ years,760
30000,30000,0.2295,60,debt_consolidation,30.56%,HI,RENT,7500,685-689,12,29756,0,10+ years,685
24250,24175,0.1218,36,debt_consolidation,21.90%,NY,OWN,5000,740-744,15,100842,1,< 1 year,740
16000,16000,0.0603,36,credit_card,6.07%,NJ,RENT,12916.67,790-794,8,26635,1,10+ years,790
9000,8996.01,0.1505,36,debt_consolidation,23.75%,CA,RENT,5166.67,675-679,7,15149,1,1 year,675
17000,16750,0.1112,60,car,17.91%,MD,MORTGAGE,8500,750-754,9,10324,3,5 years,750
5400,200,0.0775,36,educational,3%,GA,RENT,666.67,760-764,4,1321,0,< 1 year,760
12000,12000,0.1212,36,debt_consolidation,26.96%,CA,RENT,3833.33,690-694,15,6038,0,4 years,690
2000,2000,0.1727,36,debt_consolidation,8.64%,CA,RENT,1666.67,670-674,5,4595,2,n/a,670
24000,24000,0.1269,36,other,19.53%,MN,RENT,4583.33,710-714,5,21377,0,5 years,710
16800,16800,0.2247,60,debt_consolidation,13.55%,OH,MORTGAGE,4000,660-664,12,12179,1,10+ years,660
3000,3000,0.1727,36,credit_card,22.87%,NY,RENT,2750,660-664,9,7648,3,4 years,660
3500,3500,0.1269,36,major_purchase,5.36%,NC,MORTGAGE,7083,665-669,6,11616,0,10+ years,665
4000,3910.45,0.0766,36,home_improvement,20.92%,NY,MORTGAGE,3600,725-729,4,594,0,10+ years,725
16000,15975,0.1629,36,debt_consolidation,32.91%,OH,OWN,3333.33,695-699,10,24134,1,2 years,695
8800,8800,0.1825,60,debt_consolidation,13.89%,KY,RENT,2916.67,685-689,5,7794,2,2 years,685
19725,19725,0.079,36,debt_consolidation,6.46%,CA,MORTGAGE,6916.67,755-759,9,16173,3,7 years,755
19750,19725,0.1596,36,debt_consolidation,24.14%,VA,MORTGAGE,5166.67,680-684,12,33368,2,10+ years,680
19750,19725,0.2077,60,debt_consolidation,14.85%,KS,RENT,4000,670-674,4,1948,1,3 years,670
10000,10000,0.1632,36,home_improvement,1.69%,MA,MORTGAGE,10000,695-699,3,5624,0,10+ years,695
5000,0,0.0863,36,debt_consolidation,1.92%,NJ,RENT,2600,730-734,13,814,0,8 years,730
9600,9600,0.0662,36,debt_consolidation,3.82%,SC,RENT,4333.33,760-764,7,1039,1,3 years,760
30000,29975,0.2149,60,debt_consolidation,15.32%,NJ,MORTGAGE,12500,705-709,12,24124,2,10+ years,705
7000,7000,0.1242,36,credit_card,15.11%,CA,RENT,7083.33,685-689,15,16049,2,10+ years,685
8400,8400,0.1074,36,debt_consolidation,7.82%,LA,RENT,2083.33,720-724,7,4282,1,9 years,720
5600,5600,0.1433,36,debt_consolidation,25.29%,OH,RENT,3333.33,675-679,8,17471,1,4 years,675
20000,13175,0.0788,60,car,12.51%,GA,MORTGAGE,19583,790-794,9,5213,0,4 years,790
15000,15000,0.1212,36,vacation,3.41%,NY,RENT,3166.67,720-724,5,3338,0,3 years,720
17500,17500,0.1323,60,debt_consolidation,23.03%,MD,RENT,3500,735-739,6,17734,0,< 1 year,735
32400,32400,0.1212,60,home_improvement,1.28%,CA,MORTGAGE,8750,790-794,4,7,0,5 years,790
12000,11975,0.1212,36,debt_consolidation,10.84%,NJ,RENT,7083.33,685-689,11,20601,0,4 years,685
10000,9875,0.1409,36,other,16.40%,TX,RENT,2250,680-684,3,13398,4,10+ years,680
12300,12275,0.0788,36,debt_consolidation,22.14%,OH,MORTGAGE,4738.67,745-749,18,10666,2,5 years,745
15000,15000,0.1114,36,credit_card,15.51%,GA,MORTGAGE,8750,690-694,9,15207,0,10+ years,690
5000,4446.5,0.1197,36,debt_consolidation,20.76%,IL,RENT,2500,685-689,14,14536,4,3 years,685
20000,20000,0.1311,36,credit_card,14.87%,NY,RENT,14166.67,695-699,17,34115,0,3 years,695
21725,21725,0.1629,36,credit_card,29.11%,FL,MORTGAGE,9166.67,695-699,15,68397,2,10+ years,695
5000,5000,0.1,60,car,9.28%,FL,RENT,4000,735-739,6,3448,0,< 1 year,735
10300,10300,0.089,36,debt_consolidation,33.37%,GA,MORTGAGE,2583.33,715-719,19,12475,0,7 years,715
14400,14400,0.2049,36,debt_consolidation,18.84%,MO,MORTGAGE,4166.67,660-664,7,10042,3,9 years,660
15000,15000,0.1649,36,credit_card,14.92%,MA,RENT,6294.25,680-684,11,20270,1,3 years,680
35000,35000,0.1972,60,credit_card,22.38%,IL,MORTGAGE,13333.33,690-694,12,46937,0,3 years,690
7000,7000,0.158,36,debt_consolidation,11.53%,FL,MORTGAGE,3166.67,675-679,11,6658,2,3 years,675
12500,12500,0.1596,60,debt_consolidation,13.87%,PA,RENT,5300,695-699,7,11439,3,5 years,695
18000,18000,0.1212,36,debt_consolidation,10.08%,CA,RENT,6666.67,705-709,13,17773,0,7 years,705
6000,6000,0.1189,36,debt_consolidation,9.77%,CA,RENT,4166.67,695-699,13,15377,1,10+ years,695
16000,16000,0.089,36,credit_card,14.85%,CA,RENT,5750,725-729,7,14431,0,6 years,725
35000,34950,0.2328,60,debt_consolidation,15.95%,OR,MORTGAGE,8333.33,675-679,8,11229,1,10+ years,675
10000,10000,0.0662,36,home_improvement,3.16%,NY,RENT,13166.67,735-739,13,5643,0,2 years,735
21000,21000,0.247,60,credit_card,25.87%,AK,RENT,9166.67,675-679,25,17811,1,5 years,675
8000,8000,0.1212,36,home_improvement,7.90%,NJ,MORTGAGE,4166.67,705-709,6,7419,1,n/a,705
33600,32058.53,0.203,60,debt_consolidation,13.56%,GA,MORTGAGE,20000,695-699,12,17285,0,2 years,695
11050,10878.55,0.1474,36,debt_consolidation,15.47%,CA,RENT,5250,675-679,12,27780,1,< 1 year,675
16000,16000,0.1531,36,debt_consolidation,19%,CA,MORTGAGE,7666.67,695-699,16,43692,1,10+ years,695
15000,15000,0.1465,60,credit_card,17.21%,NJ,RENT,4583.33,730-734,4,13115,1,8 years,730
12000,12000,0.1433,36,debt_consolidation,13.53%,CA,MORTGAGE,8000,685-689,13,12968,1,3 years,685
4000,3975,0.1496,36,house,4.76%,PA,RENT,1700,670-674,4,2381,5,< 1 year,670
12000,12000,0.1799,36,other,19.89%,CA,RENT,5129,660-664,8,8923,0,5 years,660
12000,12000,0.1036,36,debt_consolidation,11.92%,PA,MORTGAGE,10333.33,690-694,16,8987,0,5 years,690
7500,7500,0.0542,36,home_improvement,22.26%,OH,MORTGAGE,2583.33,785-789,11,2160,0,10+ years,785
24000,23568.65,0.0788,36,credit_card,14.41%,AZ,MORTGAGE,11666.67,785-789,10,33122,0,4 years,785
16000,16000,0.1531,36,debt_consolidation,19.92%,MA,RENT,6000,690-694,11,10915,1,7 years,690
12200,12200,0.2148,60,credit_card,9.12%,AK,RENT,6666.67,695-699,9,17282,0,10+ years,695
12000,12000,0.1016,36,debt_consolidation,11.93%,CA,RENT,8054.5,710-714,13,14986,0,10+ years,710
12000,12000,0.1531,36,debt_consolidation,25.86%,MA,OWN,3333.33,665-669,9,10310,0,n/a,665
9800,9775,0.0599,36,debt_consolidation,14.44%,AL,MORTGAGE,6666.67,765-769,5,11466,0,3 years,765
7000,7000,0.1472,36,debt_consolidation,11.39%,WI,MORTGAGE,6833,670-674,11,5537,1,7 years,670
10000,10000,0.1171,36,moving,2.18%,CA,RENT,5500,720-724,3,5623,0,4 years,720
10000,10000,0.1311,36,credit_card,19.38%,UT,MORTGAGE,4958.33,710-714,9,24598,1,2 years,710
17000,16975,0.1199,60,debt_consolidation,12.69%,NC,MORTGAGE,4666.67,745-749,17,11677,2,10+ years,745
18000,17975,0.1922,60,debt_consolidation,16.04%,AZ,MORTGAGE,4666.67,675-679,14,14878,3,10+ years,675
15600,6575,0.1197,36,debt_consolidation,6.65%,CA,MORTGAGE,15000,680-684,14,20237,3,2 years,680
16750,9445.58,0.1241,36,credit_card,24.75%,FL,RENT,3750,720-724,6,28116,1,10+ years,720
7200,7200,0.1212,36,debt_consolidation,18.61%,CA,OWN,3208.33,680-684,8,9849,0,1 year,680
1500,1500,0.1299,36,other,20.60%,MO,MORTGAGE,5000,690-694,15,38176,1,4 years,690
13600,13600,0.1212,36,credit_card,20.94%,WA,MORTGAGE,5416.67,685-689,15,17117,0,10+ years,685
30000,30000,0.2433,60,debt_consolidation,11.24%,CA,RENT,11250,670-674,12,41592,0,6 years,670
10000,10000,0.1777,36,debt_consolidation,26.32%,CO,RENT,2500,680-684,6,17543,1,7 years,680
10000,9850,0.1025,36,debt_consolidation,13.98%,NJ,MORTGAGE,5916.67,730-734,8,6639,4,1 year,730
10000,10000,0.1171,36,debt_consolidation,5.98%,KS,MORTGAGE,3746.58,695-699,5,9005,0,2 years,695
7000,6975,0.1316,36,car,22.32%,CA,MORTGAGE,3041.67,700-704,13,15394,1,< 1 year,700
4700,4700,0.079,36,renewable_energy,10.65%,OR,RENT,3416.67,760-764,3,2297,0,10+ years,760
21200,21200,0.0991,36,debt_consolidation,25.23%,TX,MORTGAGE,7916.67,720-724,18,7252,0,1 year,720
15000,14875,0.1905,36,debt_consolidation,14.49%,CA,RENT,5000,665-669,12,10679,1,< 1 year,665
2800,2800,0.1417,36,debt_consolidation,0%,MD,MORTGAGE,3458,680-684,3,0,2,10+ years,680
15000,14875,0.1311,36,wedding,13.75%,MI,MORTGAGE,4166.67,700-704,11,8014,4,2 years,700
24925,24925,0.1114,60,debt_consolidation,24.80%,IN,MORTGAGE,6250,735-739,20,19245,0,4 years,735
15000,15000,0.1171,36,debt_consolidation,20.70%,NY,OWN,5416.67,705-709,20,25464,0,4 years,705
9100,9100,0.0603,36,house,14.66%,PA,MORTGAGE,3500,780-784,18,4315,1,10+ years,780
12000,11950,0.1212,36,credit_card,22.98%,NY,RENT,5416.67,690-694,7,13234,0,4 years,690
16250,16250,0.2328,60,other,11.67%,CA,OWN,4300,660-664,10,16444,0,n/a,660
25000,25000,0.1849,60,debt_consolidation,10.08%,CA,RENT,7666.67,715-719,12,14631,2,3 years,715
30000,30000,0.1531,36,debt_consolidation,7.25%,CA,MORTGAGE,9000,660-664,8,19430,0,9 years,660
4800,544.89,0.1159,36,credit_card,13.19%,MD,MORTGAGE,7083.33,680-684,21,44198,0,10+ years,680
3000,3000,0.1212,36,major_purchase,14.93%,FL,RENT,6333.33,680-684,13,8682,0,4 years,680
17000,16650,0.1218,36,debt_consolidation,15.80%,GA,MORTGAGE,5292,715-719,9,21441,1,10+ years,715
12000,12000,0.1756,36,debt_consolidation,21.81%,TX,MORTGAGE,5833.33,680-684,10,11074,3,2 years,680
27575,27575,0.1905,60,home_improvement,10.61%,MA,MORTGAGE,13125,670-674,16,25980,1,6 years,670
5000,5000,0.089,36,credit_card,21.47%,CA,RENT,3000,715-719,4,12841,0,3 years,715
9000,9000,0.1311,36,debt_consolidation,12.67%,IL,RENT,3466.67,680-684,13,11103,0,7 years,680
12000,11650,0.1323,60,car,20.76%,FL,MORTGAGE,5683,730-734,15,21583,2,3 years,730
16500,16500,0.079,36,debt_consolidation,27.23%,NY,RENT,4583.33,760-764,11,8176,1,1 year,760
18000,13003.66,0.1189,36,debt_consolidation,22.30%,OH,MORTGAGE,6000,745-749,16,23518,2,9 years,745
30000,29975,0.1864,60,debt_consolidation,4.47%,CA,MORTGAGE,5833.33,720-724,7,9249,0,7 years,720
30000,29975,0.205,60,debt_consolidation,10.80%,NJ,RENT,7083.33,705-709,12,9121,0,10+ years,705
10000,7945.17,0.1316,36,debt_consolidation,24.47%,MN,RENT,3583.33,680-684,16,10193,0,2 years,680
12000,12000,0.158,36,credit_card,9.33%,TX,MORTGAGE,10000,675-679,11,22312,1,10+ years,675
10000,10000,0.1016,36,other,13.11%,NY,RENT,4285.5,710-714,17,11724,0,< 1 year,710
3800,3800,0.1465,36,debt_consolidation,22.58%,CA,RENT,3666.67,670-674,11,13883,1,< 1 year,670
18775,18775,0.1016,36,debt_consolidation,25.33%,AZ,MORTGAGE,5850,715-719,20,27573,0,3 years,715
